connections,concurrency,number of messages,size in bytes,Average Latency in us
32,64,2,8,501
32,64,2,16,25
32,64,2,32,35
32,64,2,64,27
32,64,2,128,20
32,64,2,256,8
32,64,2,512,7
32,64,2,1024,9
32,128,2,2,6
32,128,2,4,6
32,128,2,8,8
32,128,2,16,7
32,128,2,32,7
32,128,2,64,6
32,128,2,128,11
32,128,2,256,6
32,128,2,512,7
32,128,2,1024,10
32,256,2,2,5
32,256,2,4,6
32,256,2,8,5
32,256,2,16,5
32,256,2,32,5
32,256,2,64,5
32,256,2,128,5
32,256,2,256,5
32,256,2,512,90
32,256,2,1024,14
32,512,2,2,7
32,512,2,4,6
32,512,2,8,6
32,512,2,16,6
32,512,2,32,6
32,512,2,64,6
32,512,2,128,6
32,512,2,256,6
32,512,2,512,99
32,512,2,1024,11
32,1,4,2,2
32,1,4,4,2
32,1,4,8,2
32,1,4,16,2
32,1,4,32,4
32,1,4,64,4
32,1,4,128,3
32,1,4,256,3
32,1,4,512,3
32,1,4,1024,4
32,2,4,2,4
32,2,4,4,4
32,2,4,8,4
32,2,4,16,9
32,2,4,32,5
32,2,4,64,4
32,2,4,128,4
32,2,4,256,5
32,2,4,512,5
32,2,4,1024,6
32,4,4,2,4
32,4,4,4,4
32,4,4,8,15
32,4,4,16,4
32,4,4,32,3
32,4,4,64,4
32,4,4,128,4
32,4,4,256,4
32,4,4,512,5
32,4,4,1024,6
32,8,4,2,4
32,8,4,4,4
32,8,4,8,4
32,8,4,16,4
32,8,4,32,4
32,8,4,64,4
32,8,4,128,4
32,8,4,256,4
32,8,4,512,5
32,8,4,1024,6
32,16,4,2,4
32,16,4,4,4
32,16,4,8,4
32,16,4,16,4
32,16,4,32,4
32,16,4,64,5
32,16,4,128,4
32,16,4,256,4
32,16,4,512,5
32,16,4,1024,6
32,32,4,2,4
32,32,4,4,4
32,32,4,8,4
32,32,4,16,4
32,32,4,32,4
32,32,4,64,4
32,32,4,128,4
32,32,4,256,5
32,32,4,512,8
32,32,4,1024,7
32,64,4,2,4
32,64,4,4,4
32,64,4,8,4
32,64,4,16,4
32,64,4,32,4
32,64,4,64,173
32,64,4,128,5
32,64,4,256,6
32,64,4,512,19
32,64,4,1024,17
32,128,4,2,3
32,128,4,4,3
32,128,4,8,11
32,128,4,16,21
32,128,4,32,20
32,128,4,64,12
32,128,4,128,6
32,128,4,256,7
32,128,4,512,9
32,128,4,1024,24
32,256,4,2,19
32,256,4,4,18
32,256,4,8,17
32,256,4,16,16
32,256,4,32,10
32,256,4,64,4
32,256,4,128,75
32,256,4,256,23
32,256,4,512,15
32,256,4,1024,15
32,512,4,2,5
32,512,4,4,14
32,512,4,8,19
32,512,4,16,18
32,512,4,32,17
32,512,4,64,18
32,512,4,128,17
32,512,4,256,17
32,512,4,512,18
32,512,4,1024,106
32,1,8,2,2
32,1,8,4,2
32,1,8,8,2
32,1,8,16,2
32,1,8,32,3
32,1,8,64,2
32,1,8,128,2
32,1,8,256,2
32,1,8,512,5
32,1,8,1024,4
32,2,8,2,21
32,2,8,4,19
32,2,8,8,7
32,2,8,16,20
32,2,8,32,20
32,2,8,64,23
32,2,8,128,23
32,2,8,256,23
32,2,8,512,24
32,2,8,1024,85
32,4,8,2,21
32,4,8,4,16
32,4,8,8,21
32,4,8,16,20
32,4,8,32,20
32,4,8,64,16
32,4,8,128,16
32,4,8,256,21
32,4,8,512,36
32,4,8,1024,30
32,8,8,2,22
32,8,8,4,22
32,8,8,8,19
32,8,8,16,23
32,8,8,32,21
32,8,8,64,21
32,8,8,128,24
32,8,8,256,22
32,8,8,512,21
32,8,8,1024,24
32,16,8,2,22
32,16,8,4,22
32,16,8,8,23
32,16,8,16,30
32,16,8,32,20
32,16,8,64,22
32,16,8,128,20
32,16,8,256,19
32,16,8,512,22
32,16,8,1024,15
32,32,8,2,5
32,32,8,4,5
32,32,8,8,4
32,32,8,16,155
32,32,8,32,6
32,32,8,64,6
32,32,8,128,7
32,32,8,256,7
32,32,8,512,13
32,32,8,1024,9
32,64,8,2,6
32,64,8,4,24
32,64,8,8,24
32,64,8,16,23
32,64,8,32,21
32,64,8,64,6
32,64,8,128,6
32,64,8,256,72
32,64,8,512,8
32,64,8,1024,12
32,128,8,2,6
32,128,8,4,6
32,128,8,8,6
32,128,8,16,6
32,128,8,32,24
32,128,8,64,6
32,128,8,128,6
32,128,8,256,21
32,128,8,512,10
32,128,8,1024,16
32,256,8,2,19
32,256,8,4,26
32,256,8,8,17
32,256,8,16,5
32,256,8,32,6
32,256,8,64,5
32,256,8,128,5
32,256,8,256,37
32,256,8,512,19
32,256,8,1024,71
32,512,8,2,6
32,512,8,4,14
32,512,8,8,20
32,512,8,16,18
32,512,8,32,20
32,512,8,64,9
32,512,8,128,28
32,512,8,256,220
32,512,8,512,24
32,512,8,1024,68
32,1,16,2,3
32,1,16,4,6
32,1,16,8,4
32,1,16,16,3
32,1,16,32,14
32,1,16,64,3
32,1,16,128,3
32,1,16,256,3
32,1,16,512,4
32,1,16,1024,4
32,2,16,2,3
32,2,16,4,3
32,2,16,8,3
32,2,16,16,3
32,2,16,32,3
32,2,16,64,3
32,2,16,128,3
32,2,16,256,3
32,2,16,512,4
32,2,16,1024,5
32,4,16,2,22
32,4,16,4,22
32,4,16,8,14
32,4,16,16,5
32,4,16,32,5
32,4,16,64,5
32,4,16,128,6
32,4,16,256,6
32,4,16,512,7
32,4,16,1024,22
32,8,16,2,5
32,8,16,4,5
32,8,16,8,5
32,8,16,16,6
32,8,16,32,5
32,8,16,64,13
32,8,16,128,24
32,8,16,256,21
32,8,16,512,22
32,8,16,1024,23
32,16,16,2,20
32,16,16,4,22
32,16,16,8,10
32,16,16,16,4
32,16,16,32,4
32,16,16,64,90
32,16,16,128,5
32,16,16,256,5
32,16,16,512,6
32,16,16,1024,7
32,32,16,2,8
32,32,16,4,4
32,32,16,8,4
32,32,16,16,20
32,32,16,32,20
32,32,16,64,6
32,32,16,128,6
32,32,16,256,82
32,32,16,512,27
32,32,16,1024,28
32,64,16,2,8
32,64,16,4,5
32,64,16,8,5
32,64,16,16,5
32,64,16,32,4
32,64,16,64,17
32,64,16,128,28
32,64,16,256,14
32,64,16,512,14
32,64,16,1024,72
32,128,16,2,25
32,128,16,4,22
32,128,16,8,18
32,128,16,16,23
32,128,16,32,23
32,128,16,64,22
32,128,16,128,10
32,128,16,256,5
32,128,16,512,228
32,128,16,1024,115
32,256,16,2,18
32,256,16,4,48
32,256,16,8,10
32,256,16,16,5
32,256,16,32,29
32,256,16,64,6
32,256,16,128,59
32,256,16,256,116
32,256,16,512,92
32,256,16,1024,52
32,512,16,2,16
32,512,16,4,16
32,512,16,8,5
32,512,16,16,10
32,512,16,32,15
32,512,16,64,17
32,512,16,128,28
32,512,16,256,37
32,512,16,512,60
32,512,16,1024,388
32,1,32,2,3
32,1,32,4,13
32,1,32,8,4
32,1,32,16,7
32,1,32,32,3
32,1,32,64,3
32,1,32,128,3
32,1,32,256,3
32,1,32,512,4
32,1,32,1024,5
32,2,32,2,6
32,2,32,4,10
32,2,32,8,6
32,2,32,16,6
32,2,32,32,6
32,2,32,64,6
32,2,32,128,6
32,2,32,256,4
32,2,32,512,7
32,2,32,1024,9
32,4,32,2,5
32,4,32,4,5
32,4,32,8,6
32,4,32,16,5
32,4,32,32,6
32,4,32,64,6
32,4,32,128,6
32,4,32,256,6
32,4,32,512,7
32,4,32,1024,2351
32,8,32,2,6
32,8,32,4,6
32,8,32,8,6
32,8,32,16,5
32,8,32,32,6
32,8,32,64,6
32,8,32,128,5
32,8,32,256,997
32,8,32,512,12
32,8,32,1024,8
32,16,32,2,5
32,16,32,4,6
32,16,32,8,5
32,16,32,16,230
32,16,32,32,17
32,16,32,64,5
32,16,32,128,22
32,16,32,256,25
32,16,32,512,25
32,16,32,1024,24
32,32,32,2,17
32,32,32,4,12
32,32,32,8,105
32,32,32,16,5
32,32,32,32,6
32,32,32,64,6
32,32,32,128,10
32,32,32,256,23
32,32,32,512,22
32,32,32,1024,326
32,64,32,2,22
32,64,32,4,18
32,64,32,8,35
32,64,32,16,13
32,64,32,32,5
32,64,32,64,19
32,64,32,128,17
32,64,32,256,52
32,64,32,512,92
32,64,32,1024,55
32,128,32,2,21
32,128,32,4,18
32,128,32,8,20
32,128,32,16,16
32,128,32,32,38
32,128,32,64,46
32,128,32,128,7
32,128,32,256,131
32,128,32,512,100
32,128,32,1024,89
32,256,32,2,19
32,256,32,4,19
32,256,32,8,13
32,256,32,16,10
32,256,32,32,33
32,256,32,64,87
32,256,32,128,34
32,256,32,256,374
32,256,32,512,33
32,256,32,1024,26
32,512,32,2,26
32,512,32,4,15
32,512,32,8,17
32,512,32,16,25
32,512,32,32,25
32,512,32,64,33
32,512,32,128,47
32,512,32,256,71
32,512,32,512,219
32,512,32,1024,173
32,1,64,2,3
32,1,64,4,3
32,1,64,8,2
32,1,64,16,3
32,1,64,32,3
32,1,64,64,2
32,1,64,128,3
32,1,64,256,3
32,1,64,512,4
32,1,64,1024,5
32,2,64,2,23
32,2,64,4,21
32,2,64,8,22
32,2,64,16,20
32,2,64,32,22
32,2,64,64,22
32,2,64,128,20
32,2,64,256,19
32,2,64,512,22
32,2,64,1024,23
32,4,64,2,20
32,4,64,4,20
32,4,64,8,16
32,4,64,16,23
32,4,64,32,22
32,4,64,64,27
32,4,64,128,21
32,4,64,256,18
32,4,64,512,19
32,4,64,1024,21
32,8,64,2,19
32,8,64,4,24
32,8,64,8,136
32,8,64,16,23
32,8,64,32,20
32,8,64,64,22
32,8,64,128,22
32,8,64,256,20
32,8,64,512,23
32,8,64,1024,20
32,16,64,2,21
32,16,64,4,18
32,16,64,8,80
32,16,64,16,26
32,16,64,32,24
32,16,64,64,22
32,16,64,128,21
32,16,64,256,74
32,16,64,512,18
32,16,64,1024,134
32,32,64,2,25
32,32,64,4,119
32,32,64,8,9
32,32,64,16,5
32,32,64,32,6
32,32,64,64,14
32,32,64,128,118
32,32,64,256,8
32,32,64,512,140
32,32,64,1024,320
32,64,64,2,22
32,64,64,4,14
32,64,64,8,588
32,64,64,16,11
32,64,64,32,14
32,64,64,64,54
32,64,64,128,46
32,64,64,256,34
32,64,64,512,24
32,64,64,1024,59
32,128,64,2,11
32,128,64,4,9
32,128,64,8,9
32,128,64,16,7
32,128,64,32,10
32,128,64,64,15
32,128,64,128,16
32,128,64,256,27
32,128,64,512,39
32,128,64,1024,63
32,256,64,2,13
32,256,64,4,19
32,256,64,8,14
32,256,64,16,20
32,256,64,32,21
32,256,64,64,18
32,256,64,128,30
32,256,64,256,25
32,256,64,512,23
32,256,64,1024,222
32,512,64,2,13
32,512,64,4,13
32,512,64,8,14
32,512,64,16,18
32,512,64,32,21
32,512,64,64,27
32,512,64,128,33
32,512,64,256,123
32,512,64,512,50
32,512,64,1024,46
