connections,concurrency,number of messages,size in bytes,Average Latency in us
32,16,64,4096,256
32,16,64,8192,419
32,16,64,16384,2735
32,16,64,32768,3270
32,16,64,65536,601
32,16,64,131072,1361
32,16,64,262144,3656
32,16,64,524288,1726
32,16,64,1048576,3904
32,32,64,2,23
32,32,64,4,11
32,32,64,8,24
32,32,64,16,10
32,32,64,32,16
32,32,64,64,4
32,32,64,128,50
32,32,64,256,7
32,32,64,512,956
32,32,64,1024,332
32,32,64,2048,777
32,32,64,4096,1438
32,32,64,8192,2210
32,32,64,16384,1638
32,32,64,32768,4137
32,32,64,65536,2284
32,32,64,131072,8144
32,32,64,262144,1042
32,32,64,524288,2887
32,32,64,1048576,4765
32,64,64,2,7
32,64,64,4,15
32,64,64,8,12
32,64,64,16,7
32,64,64,32,9
32,64,64,64,9
32,64,64,128,32
32,64,64,256,44
32,64,64,512,67
32,64,64,1024,105
32,64,64,2048,87
32,64,64,4096,229
32,64,64,8192,104
32,64,64,16384,749
32,64,64,32768,420
32,64,64,65536,246
32,64,64,131072,439
32,64,64,262144,1123
32,64,64,524288,2120
32,64,64,1048576,5293
32,128,64,2,16
32,128,64,4,307
32,128,64,8,9
32,128,64,16,369
32,128,64,32,118
32,128,64,64,50
32,128,64,128,83
32,128,64,256,60
32,128,64,512,85
32,128,64,1024,157
32,128,64,2048,406
32,128,64,4096,627
32,128,64,8192,201
32,128,64,16384,1404
32,128,64,32768,964
32,128,64,65536,275
32,128,64,131072,745
32,128,64,262144,1057
32,128,64,524288,2874
32,128,64,1048576,8812
32,256,64,2,56
32,256,64,4,189
32,256,64,8,20
32,256,64,16,11
32,256,64,32,27
32,256,64,64,29
32,256,64,128,27
32,256,64,256,37
32,256,64,512,32
32,256,64,1024,36
32,256,64,2048,37
32,256,64,4096,34
32,256,64,8192,118
32,256,64,16384,351
32,256,64,32768,132
32,256,64,65536,318
32,256,64,131072,908
32,256,64,262144,1900
32,256,64,524288,3336
32,256,64,1048576,9634
32,512,64,2,12
32,512,64,4,24
32,512,64,8,8
32,512,64,16,28
32,512,64,32,28
32,512,64,64,33
32,512,64,128,34
32,512,64,256,168
32,512,64,512,55
32,512,64,1024,208
32,512,64,2048,105
32,512,64,4096,33
32,512,64,8192,49
32,512,64,16384,219
32,512,64,32768,155
32,512,64,65536,648
32,512,64,131072,1287
32,512,64,262144,3016
32,512,64,524288,3213
32,512,64,1048576,4574
32,1,128,2,2
32,1,128,4,2
32,1,128,8,2
32,1,128,16,2
32,1,128,32,3
32,1,128,64,2
32,1,128,128,3
32,1,128,256,3
32,1,128,512,4
32,1,128,1024,5
32,1,128,2048,17
32,1,128,4096,50
32,1,128,8192,52
32,1,128,16384,160
32,1,128,32768,286
32,1,128,65536,642
32,1,128,131072,1220
32,1,128,262144,3052
32,1,128,524288,4611
32,1,128,1048576,9480
32,2,128,2,21
32,2,128,4,23
32,2,128,8,21
32,2,128,16,21
32,2,128,32,19
32,2,128,64,18
32,2,128,128,19
32,2,128,256,108
32,2,128,512,21
32,2,128,1024,160
32,2,128,2048,27
32,2,128,4096,770
32,2,128,8192,718
32,2,128,16384,112
32,2,128,32768,2014
32,2,128,65536,475
32,2,128,131072,24105
32,2,128,262144,120844
32,2,128,524288,3291
32,2,128,1048576,5831
32,4,128,2,22
32,4,128,4,20
32,4,128,8,20
32,4,128,16,18
32,4,128,32,18
32,4,128,64,19
32,4,128,128,26
32,4,128,256,20
32,4,128,512,96
32,4,128,1024,80
32,4,128,2048,218
32,4,128,4096,421
32,4,128,8192,1810
32,4,128,16384,6912
32,4,128,32768,412
32,4,128,65536,14893
32,4,128,131072,19026
32,4,128,262144,71115
32,4,128,524288,83704
32,4,128,1048576,223115
32,8,128,2,29
32,8,128,4,12
32,8,128,8,5
32,8,128,16,5
32,8,128,32,5
32,8,128,64,6
32,8,128,128,6
32,8,128,256,15
32,8,128,512,84
32,8,128,1024,269
32,8,128,2048,202
32,8,128,4096,493
32,8,128,8192,287
32,8,128,16384,777
32,8,128,32768,13183
32,8,128,65536,9099
32,8,128,131072,18558
32,8,128,262144,3092
32,8,128,524288,58216
32,8,128,1048576,14410
32,16,128,2,23
32,16,128,4,9
32,16,128,8,6
32,16,128,16,5
32,16,128,32,8
32,
